chunk_size,chunk_overlap,retriever_k,reranker_n,use_hyde,faithfulness,context_precision,context_recall
1200,90,8,2,False,1.0,0.49999999995,1.0
1200,90,8,2,True,1.0,0.49999999995,1.0
